,statement,link,veracity
805,"""Each year ICE detains someone, it costs taxpayers over $50,000. For comparison, by the way, that's four times the amount the federal government spends on each child in our public schools.""",/factchecks/2018/may/11/patty-murray/does-detaining-immigrant-year-cost-4-times-federal/,half-true
806,"""Two-thirds of the people who use Medicaid are poor children, but two-thirds of the money is for long-term care for seniors, whether in a facility or at home.""",/factchecks/2018/may/11/nancy-pelosi/nancy-pelosi-wrong-medicaids-role-children-elderly/,false
807,"Says the 2018 defense authorization bill includes raises for the military ""for the first time in 10 years.""",/factchecks/2018/may/10/donald-trump/did-donald-trump-sign-first-military-pay-raise-10-/,pants-fire
808,"Says Heidi Heitkamp ""cast the deciding vote to kill the Congressional Review Act that would have repealed a BLM flaring rule that was designed just for North Dakota.""",/factchecks/2018/may/10/kevin-cramer/heidi-heitkamp-deciding-vote-flaring-blm/,half-true
809,"""By 2022, just the interest payment on our debt will be greater than the defense of our country.""",/factchecks/2018/may/10/joe-manchin/will-interest-debt-exceed-defense-spending-2022/,mostly-true
810,"""I doubled my African-American poll numbers. We went from 11 to 22 in one week.""",/factchecks/2018/may/07/donald-trump/donald-trumps-misleading-claim-kanye-wests-praise-/,barely-true
811,"Says Luke Messer and Todd Rokita ""voted to fast-track Obama’s trade deals.""",/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,half-true
812,"""Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations.""",/factchecks/2018/may/03/don-blankenship/fact-checking-don-blankenship-mitch-mcconnell-chin/,false
813,"""You know what Amazon paid in federal income taxes last year? Zero.""",/factchecks/2018/may/03/bernie-sanders/amazon-paid-0-federal-income-taxes-2017/,true
814,"""You (Evan Jenkins) said your philosophy was ‘progressive mainstream’ back in 2003.""",/factchecks/2018/may/02/patrick-morrisey/did-evan-jenkins-once-say-his-philosophy-was-progr/,half-true
815,"""All the things Patrick (Morrisey) is saying — (that I supported) Hillary Clinton, cap and trade, Planned Parenthood — PolitiFact went through each and every allegation and said, ‘False, False, False, False.’ """,/factchecks/2018/may/02/evan-jenkins/did-evan-jenkins-correctly-cite-past-politifact-ru/,half-true
816,"""In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nuclear weapons.""",/factchecks/2018/may/02/donald-trump/donald-trump-said-wrongly-iran-nuclear-deal-expire/,false
817,"""We have spent $7 trillion, trillion with a T, $7 trillion in the Middle East.""",/factchecks/2018/may/01/donald-trump/donald-trump-and-7-trillion-dollar-cost-war/,half-true
818,"""Alabama is operating government on the lowest amount of tax revenue of any state in the nation.""",/factchecks/2018/may/01/sue-bell-cobb/alabama-lowest-state-local-tax-revenue-capita/,mostly-true
819,"Says illegal immigration is ""costing us $130 billion a year to house and feed and give benefits to people that shouldn’t be even in the country.""",/factchecks/2018/apr/30/don-blankenship/don-blankenship-claims-illegal-immigration-costs-1/,barely-true
820,"""I am the only one onstage who has never voted to raise your taxes. These two, each, a billion dollars worth of votes to raise your taxes.""",/factchecks/2018/apr/30/todd-rokita/did-luke-messer-and-mike-braun-raise-taxes-indiana/,half-true
821,"""We have never been paid by the Trump campaign.""",/factchecks/2018/apr/27/diamond-and-silk/were-diamond-and-silk-paid-trump-campaign/,mostly-true
822,"The nuclear deal gave Iran ""$150 billion, giving $1.8 billion in cash — in actual cash carried out in barrels and in boxes from airplanes.""",/factchecks/2018/apr/27/donald-trump/donald-trump-iran-150-billion-and-18-billion-c/,half-true
823,"Says Mitt Romney is using ""a million of his presidential campaign dollars to finance his Utah Senate race.""",/factchecks/2018/apr/27/jenny-wilson/yes-1-million-mitt-romneys-failed-white-house-bid-/,true
824,"""Kanye (West) looks and he sees black unemployment at the lowest it’s been in the history of our country. He sees Hispanic unemployment at the lowest it’s been in the history of our country. He sees (women’s unemployment) the lowest it’s been in now almost 19 years.""",/factchecks/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/,mostly-true
825,"""California State Assembly bill would ban the (sale of the) Bible!""",/factchecks/2018/apr/26/oath-keepers/no-california-bill-would-not-ban-bible-sales/,barely-true
826,"""I’ve cut a half a billion (dollars) out of the EPA just in the last two years. We’ve cut 3,000 jobs out of the EPA.""",/factchecks/2018/apr/26/evan-jenkins/how-much-have-republicans-cut-epa-budget-staff-two/,mostly-true
827,"""Most of our taxes are spent on the so-called ‘War on Terror.’""",/factchecks/2018/apr/24/ro-khanna/are-most-our-taxes-spent-war-terror-no/,false
828,"Says Jacky Rosen promised ""to repeal middle-class tax cut.""",/factchecks/2018/apr/24/dean-heller/middle-class-tax-cuts-weapon-nevada-senate-race/,barely-true
829,"""In Mobile, it’s something like, 1,700 families generate 80 percent of the crime. We know who those families are.""",/factchecks/2018/apr/23/bill-hightower/1700-families-generate-80-percent-crime-mobile-ala/,half-true
830,"Says North Korea has ""agreed to denuclearization.""",/factchecks/2018/apr/22/donald-trump/trump-wrongly-says-north-korea-has-agreed-denuclea/,false
831,"""James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION""",/factchecks/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/,pants-fire
832,"Says Sen. Jon Tester ""took an income raise in the omnibus bill.""",/factchecks/2018/apr/20/matthew-rosendale/did-congress-vote-give-itself-pay-raise-year/,pants-fire
833,"""The United States has a massive trade deficit with Japan. It's anywhere from $69 billion to a $100 billion a year.""",/factchecks/2018/apr/19/donald-trump/donald-trump-correct-about-size-us-trade-deficit-j/,half-true
834,"In the wake of the Republican-backed tax bill, ""more than 100,000 American workers have already been laid off in 2018.""",/factchecks/2018/apr/18/charles-schumer/senate-democrats-flub-statistic-layoffs-2018/,barely-true
835,"""In Congress, (Patrick) Morrisey wrote the health care law giving free health care to illegals.""",/factchecks/2018/apr/18/evan-jenkins/what-role-did-patrick-morrisey-have-writing-health/,barely-true
836,"""On average, American women only earn 80 cents for every dollar a man earns for doing the same job.""",/factchecks/2018/apr/13/tina-smith/do-women-get-only-80-percent-pay-men-do-same-job/,barely-true
837,"""Luke Messer? He plotted with the Never-Trumpers to steal the nomination from President Trump.""",/factchecks/2018/apr/13/todd-rokita/luke-messer-plot-never-trump-steal-nomination/,barely-true
838,"EPA administrator Scott Pruitt's short-term rental ""was about market rate.""",/factchecks/2018/apr/10/donald-trump/did-epas-pruitt-pay-below-market-rent/,barely-true
839,"Says Scott Pruitt’s security spending was ""somewhat more"" than his predecessor.",/factchecks/2018/apr/10/donald-trump/scott-pruitt-security-spending-epa-predecessor/,barely-true
840,"""When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%.""",/factchecks/2018/apr/09/donald-trump/donald-trump-right-china-slaps-25-percent-tariff-a/,mostly-true
841,"""This will be the last time — April — that you’re going to (fill out) that old-fashioned, big, lots of pages, complicated tax form. Because next April you’re going to, in many cases, (file) one page, one card. It’s going to be very, very different. Very, very different.""",/factchecks/2018/apr/09/donald-trump/can-taxpayers-expect-card-sized-tax-forms-file-nex/,barely-true
842,"""YouTube witness makes shocking admission on live TV. CNN pulls plug immediately""",/factchecks/2018/apr/06/blog-posting/fake-news-says-cnn-pulled-plug-during-youtube-shoo/,pants-fire
843,"""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people.""",/factchecks/2018/apr/06/donald-trump/no-proof-trumps-claim-millions-voted-many-times/,pants-fire
844,"""Republicans in Congress are plotting to take away Medicare, Medicaid and Social Security.""",/factchecks/2018/apr/05/ron-wyden/do-republicans-congress-want-take-away-social-secu/,false
845,"""For what it would cost the (National) Guard to make just two arrests at the border, we could give a homeless veteran permanent housing for an entire year.""",/factchecks/2018/apr/05/ruben-gallego/arizona-rep-cost-2-national-guard-border-arrests-w/,mostly-true
846,"""From 2000-10, U.S. manufacturing employment shrank by a third after holding steady for 30 years.""",/factchecks/2018/apr/04/alex-mooney/how-far-has-us-manufacturing-employment-fallen/,mostly-true
847,"""We’ve started building the wall.""",/factchecks/2018/apr/04/donald-trump/donald-trump-wrongly-claims-border-wall-under-cons/,barely-true
848,"Mexico has ""very strong border laws -- ours are pathetic.""",/factchecks/2018/apr/02/donald-trump/donald-trump-base-comparison-us-mexico-border-laws/,barely-true
849,"""Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed.""",/factchecks/2018/apr/02/donald-trump/trump-usps-postal-service-amazon-losing-fortune/,false
850,"""The United States is 3rd in murders throughout the world. If you remove Chicago, Detroit, Washington, St. Louis and New Orleans, the United States is then 189th out of 193 countries in the entire world.""",/factchecks/2018/mar/28/viral-image/united-states-third-murders-outlier-cities/,pants-fire
851,"""Last year we lost $500 billion on trade with China.""",/factchecks/2018/mar/28/donald-trump/did-us-have-500-billion-deficit-china-2017/,barely-true
852,"Small businesses in West Virginia ""make up about 96 percent of our state's economy.""",/factchecks/2018/mar/26/joe-manchin/joe-manchin-target-small-business-share-west-virgi/,barely-true
853,"""States that have implemented waiting periods have seen significant decreases in suicides.""",/factchecks/2018/mar/24/doug-jones/yes-waiting-periods-gun-purchases-have-been-linked/,mostly-true
854,"""March For Our Lives is backed by radicals with a history of violent threats, language and actions.""",/factchecks/2018/mar/23/national-rifle-association/nra-says-violent-radicals-are-behind-march-our-liv/,pants-fire
855,"West Virginia ""has the highest overdose death rate in the nation.""",/factchecks/2018/mar/23/evan-jenkins/does-west-virginia-lead-nation-overdose-drug-death/,true
856,"""It happened under Obama, and it was lauded by the media as being genius. And now under the Trump campaign — it’s the Cambridge Analytica scandal.""",/factchecks/2018/mar/22/meghan-mccain/comparing-facebook-data-use-obama-cambridge-analyt/,half-true
857,"Robert Mueller’s investigative team has ""13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans.""",/factchecks/2018/mar/21/donald-trump/fact-checking-donald-trumps-claims-about-Mueller/,half-true
858,"""There are no provisions in here that substantially affect or advantage the big Wall Street bankers.""",/factchecks/2018/mar/20/heidi-heitkamp/senate-banking-bill-win-advantage-wall-street/,half-true
859,"A Trump administration proposal for the Interior Department ""is the largest investment in our public lands infrastructure in our nation's history.""",/factchecks/2018/mar/19/ryan-zinke/ryan-zinke-wrong-trump-proposal-would-be-biggest-e/,false
